user,resort,rating,total_ratings,count
7706,Windham Mountain,3,61,0.0
5452,Ski Apache,5,168,0.0
4759,Whitefish Mountain Resort,5,82,0.0
1181,Mt Crescent Ski Area,1,28,0.0
5781,Heavenly Mountain Resort,2,156,0.0
2935,Boston Mills,4,45,0.0
2315,Jiminy Peak,1,80,0.0
7059,Donner Ski Ranch,3,82,0.0
3850,Appalachian Ski Mtn,5,48,0.0
1547,Las Vegas Ski And Snowboard Resort,5,54,0.0
3704,Big Powderhorn Mountain,4,60,0.0
5390,Beaver Creek,5,103,0.0
557,Solitude Mountain Resort,5,82,0.0
7336,Cascade Mountain,5,64,0.0
2260,Mount Brighton,2,37,0.0
7269,Buck Hill,3,34,0.0
455,Ski China Peak,5,64,0.0
4165,Ski Brule,5,1315,0.0
3415,Ski Brule,5,1315,0.0
4627,Breckenridge,3,186,0.0
5109,Indianhead Mountain,4,115,0.0
1265,Mt Hood Ski Bowl,4,42,0.0
1753,Winter Park Resort,1,187,0.0
6930,Norway Mountain,5,24,0.0
1052,Snowbasin,5,94,0.0
5061,Montana Snowbowl,5,29,0.0
4146,Sunday River,5,91,0.0
3047,Tamarack Resort,1,55,0.0
7080,Snowy Range Ski Recreation Area,4,40,0.0
2542,Ski Brule,5,1315,0.0
4017,Steamboat,5,150,0.0
7731,The Summit At Snoqualmie,1,53,0.0
5361,Spring Mountain Ski Area,5,63,0.0
1747,Mt Baldy,4,76,0.0
5008,Snowbird,5,134,0.0
7789,Ski Apache,4,168,0.0
6904,Whitecap Mountain,5,52,0.0
2460,Mt Bachelor,1,101,0.0
5239,Arizona Snowbowl,3,107,0.0
7822,Indianhead Mountain,5,115,0.0
360,Deer Valley Resort,5,98,0.0
5518,June Mountain,4,33,0.0
165,Lookout Pass Ski Area,4,69,0.0
8378,Copper Mountain Resort,4,138,0.0
5073,Durango Mountain Resort,3,97,0.0
8155,Ski Beech Mountain Resort,1,82,0.0
5818,Brighton Resort,5,73,0.0
5426,Ski Apache,1,168,0.0
7656,Telluride,5,114,0.0
6108,Mount Sunapee,5,74,0.0
7832,Wildcat Mountain,4,37,0.0
6001,Snow Valley,5,59,0.0
3565,Arapahoe Basin Ski Area,4,138,0.0
4999,Steamboat,5,150,0.0
4546,Sno Mountain,5,133,0.0
3379,Vail,3,203,0.0
1214,Camelback Mountain Resort,4,145,0.0
6870,Killington Resort,2,203,0.0
4230,Diamond Peak,5,32,0.0
1552,Magic Mountain,5,38,0.0
3246,Ski Brule,5,1315,0.0
4624,Ski Brule,5,1315,0.0
4204,Angel Fire Resort,4,111,0.0
1320,Sierra At Tahoe,4,59,0.0
4589,Ski Sundown,5,39,0.0
5962,Windham Mountain,1,61,0.0
8533,Mount Snow,5,132,0.0
8282,Steamboat,3,150,0.0
7565,Peekn Peak,4,62,0.0
3239,Ski Brule,4,1315,0.0
609,Bogus Basin,5,58,0.0
6790,Ski Brule,5,1315,0.0
4725,Sunrise Park Resort,1,120,0.0
750,Brandywine,4,39,0.0
8230,Ski Brule,5,1315,0.0
3822,Bromley Mountain,5,36,0.0
145,Ski Brule,5,1315,0.0
6183,Winter Park Resort,5,187,0.0
4637,49 Degrees North,1,60,0.0
4411,Willamette Pass,4,52,0.0
4388,Elk Mountain Ski Resort,5,107,0.0
1551,Bear Creek Mountain Resort,4,69,0.0
5972,Mount Brighton,4,37,0.0
2044,Bear Valley,4,57,0.0
3163,Park City Mountain Resort,5,135,0.0
8271,Jiminy Peak,4,80,0.0
4247,Ski Brule,5,1315,0.0
6990,Camelback Mountain Resort,1,145,0.0
6033,Winter Park Resort,3,187,0.0
7267,Belleayre,4,88,0.0
174,Mount Snow,5,132,0.0
6628,Afton Alps,5,49,0.0
7939,Stratton Mountain,1,111,0.0
3600,Hunter Mountain,4,113,0.0
8104,Wintergreen Resort,5,67,0.0
2897,Sugarloaf,1,53,0.0
2604,Silverton Mountain,3,55,0.0
2857,Sipapu Ski And Summer Resort,1,56,0.0
1737,Catamount Ski Ride Area,2,59,0.0
4305,Ski Brule,5,1315,0.0
51,Mt Bachelor,1,101,0.0
7304,Ski China Peak,2,64,0.0
5060,Whitefish Mountain Resort,5,82,0.0
3472,Hunter Mountain,2,113,0.0
8292,Crystal Mountain Wa,5,98,0.0
4560,Ski Brule,4,1315,0.0
4420,Bristol Mountain,4,57,0.0
5461,Mount Bohemia,5,49,0.0
5375,Nubs Nob Ski Area,5,55,0.0
4789,Liberty,4,68,0.0
3217,Ski Brule,5,1315,0.0
3691,Granite Peak Ski Area,5,111,0.0
4509,Breckenridge,5,186,0.0
6205,Buck Hill,2,34,0.0
3907,Stratton Mountain,2,111,0.0
1263,Loveland,5,107,0.0
6844,Ski Brule,5,1315,0.0
8009,Mammoth Mountain Ski Area,5,139,0.0
4917,Keystone,1,140,0.0
87,Whiteface Mountain Resort,5,81,0.0
6174,Massanutten,4,46,0.0
3571,Bretton Woods,4,82,0.0
8308,Montana Snowbowl,3,29,0.0
3858,Ski Brule,5,1315,0.0
7043,Mount La Crosse,4,23,0.0
8385,Bittersweet Ski Area,4,49,0.0
3954,Ski Brule,4,1315,0.0
5555,Breckenridge,4,186,0.0
4396,Ski Brule,5,1315,0.0
2042,Massanutten,5,46,0.0
7472,Steamboat,5,150,0.0
5302,Kirkwood,4,107,0.0
6701,Schweitzer,5,70,0.0
2907,Deer Valley Resort,1,98,0.0
279,Mount Sunapee,5,74,0.0
6278,Jay Peak,5,133,0.0
1445,Ski Brule,5,1315,0.0
1387,Belleayre,5,88,0.0
263,Camelback Mountain Resort,5,145,0.0
6058,Sugar Mountain Resort,5,127,0.0
1833,Bretton Woods,2,82,0.0
5146,Bear Mountain,4,52,0.0
292,Ski Brule,5,1315,0.0
7133,Shawnee Mountain Ski Area,3,44,0.0
8476,Attitash,5,55,0.0
7683,Bear Valley,5,57,0.0
5129,Snowy Range Ski Recreation Area,4,40,0.0
4432,Ski Brule,5,1315,0.0
7639,Breckenridge,5,186,0.0
1674,Mt Rose Ski Tahoe,5,49,0.0
3964,Ski Brule,4,1315,0.0
2300,Heavenly Mountain Resort,2,156,0.0
2442,Ski Brule,5,1315,0.0
2000,Woodbury Ski Area,5,22,0.0
904,Devils Head,3,95,0.0
2416,Sunrise Park Resort,1,120,0.0
542,Brian Head Resort,5,70,0.0
6007,Brundage Mountain Resort,4,32,0.0
6418,Ski Brule,4,1315,0.0
896,Breckenridge,5,186,0.0
7964,Wilmot Mountain,3,55,0.0
1189,Sundown Mountain,4,29,0.0
6804,Stowe Mountain Resort,5,106,0.0
5028,Snowy Range Ski Recreation Area,4,40,0.0
864,Bear Creek Mountain Resort,4,69,0.0
5828,Taos Ski Valley,5,135,0.0
8424,Cataloochee Ski Area,2,76,0.0
6638,Shanty Creek,5,63,0.0
5937,Appalachian Ski Mtn,3,48,0.0
8498,Indianhead Mountain,5,115,0.0
2226,Brighton Resort,4,73,0.0
2951,Ski Brule,5,1315,0.0
3156,Wilmot Mountain,4,55,0.0
8302,Mt Abram Ski Resort,5,22,0.0
7393,Crystal Mountain Wa,2,98,0.0
2484,Granite Peak Ski Area,4,111,0.0
2183,Big Sky Resort,1,136,0.0
458,Beaver Mountain,5,25,0.0
8536,Snowbasin,1,94,0.0
5979,Mount Sunapee,4,74,0.0
7338,Sunrise Park Resort,5,120,0.0
6115,Gore Mountain,4,83,0.0
622,Berkshire East,5,35,0.0
1580,Eagle Point,3,25,0.0
1809,Sugar Mountain Resort,4,127,0.0
3245,Sipapu Ski And Summer Resort,4,56,0.0
960,Ski Brule,5,1315,0.0
5478,Camelback Mountain Resort,5,145,0.0
3806,Snowshoe Mountain Resort,5,145,0.0
7547,Killington Resort,4,203,0.0
1208,Whitecap Mountain,4,52,0.0
5314,Cataloochee Ski Area,3,76,0.0
2744,Keystone,5,140,0.0
1935,Lookout Pass Ski Area,5,69,0.0
2953,Mission Ridge,5,42,0.0
679,Ski Santa Fe,4,99,0.0
4443,Solitude Mountain Resort,2,82,0.0
1141,Killington Resort,5,203,0.0
6536,Winterplace Ski Resort,4,57,0.0
2043,Mount Southington Ski Area,4,38,0.0
2063,Keystone,5,140,0.0
1465,Ski Brule,5,1315,0.0
8355,Ski Apache,4,168,0.0
1589,Holiday Valley,1,73,0.0
8025,Breckenridge,4,186,0.0
6475,Red River,5,86,0.0
4497,Silverton Mountain,5,55,0.0
2962,Telluride,5,114,0.0
7777,Snowbasin,4,94,0.0
2965,Mission Ridge,5,42,0.0
7996,Deer Valley Resort,2,98,0.0
5801,Mount Brighton,1,37,0.0
7875,Ski Brule,4,1315,0.0
5250,Buck Hill,5,34,0.0
6239,Indianhead Mountain,4,115,0.0
7428,Wolf Creek Ski Area,5,154,0.0
3921,Ski Brule,5,1315,0.0
7357,Nubs Nob Ski Area,5,55,0.0
4225,Ski Brule,5,1315,0.0
333,Kirkwood,3,107,0.0
3975,Mohawk Mountain,4,44,0.0
6254,Indianhead Mountain,5,115,0.0
6434,Ragged Mountain Resort,1,59,0.0
2610,Snow Summit,3,60,0.0
4706,Ski Brule,5,1315,0.0
5423,Arapahoe Basin Ski Area,4,138,0.0
4868,Loveland,4,107,0.0
2235,Mount Bohemia,4,49,0.0
176,Alpental,5,54,0.0
4111,Sugarbush,3,90,0.0
6302,Ski Brule,5,1315,0.0
5471,Hunter Mountain,1,113,0.0
6085,June Mountain,5,33,0.0
5551,Ski Sawmill,3,21,0.0
4080,Stevens Pass Resort,5,102,0.0
20,Crystal Mountain Wa,4,98,0.0
5693,Belleayre,5,88,0.0
8603,Blue Mountain Ski Area,5,188,0.0
7208,Ski Brule,5,1315,0.0
6076,Cataloochee Ski Area,5,76,0.0
3841,Copper Mountain Resort,5,138,0.0
3943,Northstar California,5,102,0.0
5336,Breckenridge,5,186,0.0
262,Gunstock,3,41,0.0
7649,Massanutten,5,46,0.0
4143,Whiteface Mountain Resort,5,81,0.0
3978,Hidden Valley Ski Area,2,33,0.0
7211,Grand Targhee Resort,5,64,0.0
3068,Buck Hill,3,34,0.0
6111,Whitetail Resort,5,67,0.0
6394,Devils Head,3,95,0.0
2692,Christmas Mountain,5,23,0.0
4399,Mount Snow,5,132,0.0
5348,Eagle Point,4,25,0.0
4864,Killington Resort,4,203,0.0
7427,Indianhead Mountain,5,115,0.0
2538,Deer Valley Resort,5,98,0.0
4634,Mount Snow,1,132,0.0
3753,Smugglers Notch Resort,4,82,0.0
2350,Ski Beech Mountain Resort,4,82,0.0
1854,Jack Frost,3,53,0.0
3404,Sunrise Park Resort,4,120,0.0
7552,Silverton Mountain,1,55,0.0
4930,Monarch Mountain,5,71,0.0
4375,Powder Mountain,5,85,0.0
1297,Jiminy Peak,4,80,0.0
2801,Cannon Mountain,5,60,0.0
666,Wolf Creek Ski Area,5,154,0.0
590,Snowbasin,1,94,0.0
6030,Mount Southington Ski Area,3,38,0.0
6802,Smugglers Notch Resort,5,82,0.0
3373,Jackson Hole,4,103,0.0
2690,Ski Brule,5,1315,0.0
4134,Whitefish Mountain Resort,5,82,0.0
228,Stratton Mountain,5,111,0.0
2062,Ski Brule,5,1315,0.0
4251,Ski Sawmill,4,21,0.0
6334,Sunday River,3,91,0.0
1599,Attitash,3,55,0.0
1947,Winter Park Resort,5,187,0.0
7901,Windham Mountain,4,61,0.0
7401,Winter Park Resort,5,187,0.0
404,Ski Brule,5,1315,0.0
7835,Durango Mountain Resort,5,97,0.0
7017,Aspen Snowmass,5,62,0.0
3556,Beaver Creek,5,103,0.0
4077,Stowe Mountain Resort,5,106,0.0
681,Ski Brule,4,1315,0.0
8095,Camelback Mountain Resort,4,145,0.0
8184,Big Boulder,5,43,0.0
4595,Brantling Ski Slopes,4,21,0.0
1628,Snowshoe Mountain Resort,4,145,0.0
3877,Eldora Mountain Resort,2,84,0.0
3189,Snowshoe Mountain Resort,3,145,0.0
482,Bear Valley,4,57,0.0
314,Ski Brule,5,1315,0.0
6433,Ski Brule,4,1315,0.0
3025,Brundage Mountain Resort,5,32,0.0
653,Breckenridge,5,186,0.0
5692,Timber Ridge,2,30,0.0
5297,Mountain Creek Resort,5,148,0.0
5545,Bromley Mountain,5,36,0.0
2019,Ski Brule,4,1315,0.0
4326,Whitecap Mountain,4,52,0.0
5282,Kirkwood,3,107,0.0
4020,Beaver Creek,4,103,0.0
2211,Blacktail Mountain Ski Area,5,24,0.0
5269,Alpine Valley,4,28,0.0
6189,Park City Mountain Resort,5,135,0.0
7372,Ski Brule,5,1315,0.0
1910,Cranmore Mountain Resort,4,31,0.0
4727,Ragged Mountain Resort,3,59,0.0
5682,Camelback Mountain Resort,4,145,0.0
5501,Whiteface Mountain Resort,5,81,0.0
8441,Jiminy Peak,5,80,0.0
7317,Ski Brule,5,1315,0.0
2187,Blacktail Mountain Ski Area,5,24,0.0
1347,Arizona Snowbowl,1,107,0.0
3264,Big Bear,1,35,0.0
5722,Big Powderhorn Mountain,5,60,0.0
1229,Perfect North Slopes,1,69,0.0
3933,Loon Mountain,5,86,0.0
5074,Silverton Mountain,5,55,0.0
2873,Bromley Mountain,1,36,0.0
737,Snowy Range Ski Recreation Area,3,40,0.0
8097,Ski Granby Ranch,5,38,0.0
407,Ski Brule,5,1315,0.0
7389,Breckenridge,3,186,0.0
255,Ski Butternut,4,62,0.0
4119,Mt Bachelor,2,101,0.0
7684,Kirkwood,4,107,0.0
6011,Squaw Valley Usa,5,109,0.0
4285,Paoli Peaks,5,39,0.0
369,Crotched Mountain,4,46,0.0
3080,Boyne Mountain Resort,5,50,0.0
7952,Powder Mountain,3,85,0.0
215,Mount Holly,4,32,0.0
8325,Winterplace Ski Resort,3,57,0.0
1203,Ski Brule,4,1315,0.0
7995,Lutsen Mountains,5,85,0.0
6591,Tamarack Resort,4,55,0.0
7853,Ragged Mountain Resort,4,59,0.0
54,Big Bear,1,35,0.0
3014,Spring Mountain Ski Area,5,63,0.0
6506,Alyeska Resort,5,43,0.0
5155,Mammoth Mountain Ski Area,5,139,0.0
714,Liberty,2,68,0.0
3710,Campgaw Mountain,1,32,0.0
640,Kirkwood,4,107,0.0
7886,Ski Brule,5,1315,0.0
8283,Pico Mountain At Killington,5,39,0.0
940,Winter Park Resort,5,187,0.0
2140,Okemo Mountain Resort,1,130,0.0
2894,Keystone,5,140,0.0
7408,Massanutten,4,46,0.0
8123,Stratton Mountain,4,111,0.0
4071,Sno Mountain,5,133,0.0
2658,Solitude Mountain Resort,4,82,0.0
2996,Discovery Ski Area,5,32,0.0
3904,Cataloochee Ski Area,4,76,0.0
7839,Jay Peak,5,133,0.0
4989,Winter Park Resort,5,187,0.0
5158,Mount La Crosse,5,23,0.0
7446,Whiteface Mountain Resort,1,81,0.0
3767,Ski Brule,5,1315,0.0
4786,Hunter Mountain,4,113,0.0
5931,Mt Hood Meadows,3,100,0.0
6717,Loon Mountain,2,86,0.0
5784,Bear Creek Mountain Resort,5,69,0.0
5474,Ski Beech Mountain Resort,3,82,0.0
4380,Squaw Valley Usa,1,109,0.0
7592,Snow Trails,4,29,0.0
4692,Bogus Basin,5,58,0.0
2814,Jackson Hole,5,103,0.0
6799,Roundtop Mountain Resort,5,55,0.0
1447,Red Lodge Mountain,5,43,0.0
6515,Hunter Mountain,2,113,0.0
8118,Ski Brule,5,1315,0.0
7197,Ski Brule,5,1315,0.0
4337,Ski Brule,5,1315,0.0
298,Killington Resort,1,203,0.0
3658,Blue Knob,5,51,0.0
7980,Big Sky Resort,5,136,0.0
1164,Sundance,5,37,0.0
879,Donner Ski Ranch,5,82,0.0
1850,Ski Brule,5,1315,0.0
7503,Stratton Mountain,5,111,0.0
8545,Granite Peak Ski Area,4,111,0.0
3167,Lutsen Mountains,3,85,0.0
7603,Vail,4,203,0.0
6280,Taos Ski Valley,5,135,0.0
7346,Liberty,2,68,0.0
4551,Boreal,5,48,0.0
2982,Mt Bachelor,4,101,0.0
3459,Wildcat Mountain,4,37,0.0
4635,Sugar Mountain Resort,4,127,0.0
4244,Ski Brule,5,1315,0.0
1179,Indianhead Mountain,5,115,0.0
1257,Sunrise Park Resort,1,120,0.0
1720,Ski Brule,4,1315,0.0
2742,Deer Valley Resort,5,98,0.0
2102,Winterplace Ski Resort,5,57,0.0
8569,Jackson Hole,5,103,0.0
1619,Big Sky Resort,5,136,0.0
8436,Telluride,5,114,0.0
7818,Ski Beech Mountain Resort,2,82,0.0
7442,Ober Gatlinburg Ski Resort,5,45,0.0
5421,Killington Resort,5,203,0.0
6413,Squaw Valley Usa,1,109,0.0
6026,Ski Apache,3,168,0.0
4062,The Summit At Snoqualmie,2,53,0.0
979,Christmas Mountain,4,23,0.0
1439,Powder Mountain,5,85,0.0
922,Northstar California,4,102,0.0
2700,Mountain Creek Resort,5,148,0.0
4665,Boyne Mountain Resort,1,50,0.0
4783,Solitude Mountain Resort,5,82,0.0
4719,Donner Ski Ranch,5,82,0.0
543,Mad River Glen,5,33,0.0
6328,Hunter Mountain,4,113,0.0
220,Shanty Creek,5,63,0.0
8399,Sundown Mountain,4,29,0.0
8365,Lutsen Mountains,5,85,0.0
1526,Waterville Valley,5,54,0.0
422,Granite Peak Ski Area,5,111,0.0
2889,Ski Brule,5,1315,0.0
1237,Sunday River,1,91,0.0
6156,Devils Head,4,95,0.0
2168,Ski Brule,5,1315,0.0
8121,Granite Peak Ski Area,5,111,0.0
6704,Hunter Mountain,4,113,0.0
8460,Whitecap Mountain,4,52,0.0
6116,Ski China Peak,5,64,0.0
635,Mt Baldy,5,76,0.0
6998,Ski Brule,5,1315,0.0
5807,Spirit Mountain,4,40,0.0
4361,Whitetail Resort,2,67,0.0
3252,Jay Peak,3,133,0.0
1995,Ski Brule,5,1315,0.0
7207,Nordic Mountain,4,27,0.0
201,Snowshoe Mountain Resort,4,145,0.0
3065,Loveland,1,107,0.0
4340,Sno Mountain,5,133,0.0
4292,Ski Butternut,4,62,0.0
3720,Diamond Peak,4,32,0.0
69,Ski Brule,5,1315,0.0
3099,Ski Brule,5,1315,0.0
1567,Ski Beech Mountain Resort,5,82,0.0
2787,Ski Brule,5,1315,0.0
1248,Arizona Snowbowl,5,107,0.0
4471,Sugar Mountain Resort,2,127,0.0
1560,Whitefish Mountain Resort,2,82,0.0
8132,Las Vegas Ski And Snowboard Resort,2,54,0.0
4840,Mount Shasta Board Ski Park,4,30,0.0
3967,Jackson Hole,5,103,0.0
3969,Berkshire East,4,35,0.0
863,Sunday River,5,91,0.0
380,Granite Peak Ski Area,4,111,0.0
3421,Snowbasin,3,94,0.0
5771,Snow Summit,4,60,0.0
1233,Heavenly Mountain Resort,5,156,0.0
6492,Ski Cooper,5,32,0.0
8516,Mission Ridge,5,42,0.0
4874,Alta Ski Area,4,140,0.0
2829,Keystone,4,140,0.0
7860,Mad River Mountain,5,72,0.0
4614,Ski China Peak,3,64,0.0
7856,Bear Valley,4,57,0.0
1240,Jay Peak,5,133,0.0
428,Big Sky Resort,5,136,0.0
2128,Camelback Mountain Resort,4,145,0.0
4633,Snow Valley,5,59,0.0
536,Ski Cooper,5,32,0.0
5746,Whitefish Mountain Resort,4,82,0.0
8531,Mt Bachelor,2,101,0.0
5506,Sugar Mountain Resort,3,127,0.0
3743,Ski Brule,5,1315,0.0
1119,Brandywine,5,39,0.0
6366,Terry Peak Ski Area,4,25,0.0
4199,Wolf Creek Ski Area,5,154,0.0
4096,Sunrise Park Resort,4,120,0.0
6072,Powderhorn,5,35,0.0
4155,Wolf Ridge Ski Resort,5,36,0.0
4569,Ski Brule,5,1315,0.0
1741,Taos Ski Valley,5,135,0.0
3999,Grand Targhee Resort,5,64,0.0
7256,Camelback Mountain Resort,2,145,0.0
765,Brandywine,3,39,0.0
2876,Northstar California,3,102,0.0
5825,Ski Apache,4,168,0.0
1468,Titus Mountain,5,26,0.0
7904,Bromley Mountain,5,36,0.0
8231,Snowbird,5,134,0.0
5675,Sugarbush,5,90,0.0
7093,Ski Brule,4,1315,0.0
3467,Mohawk Mountain,5,44,0.0
1017,Ski Brule,5,1315,0.0
1679,Wintergreen Resort,5,67,0.0
1649,Ski Brule,5,1315,0.0
6089,Snow Valley,4,59,0.0
233,Stowe Mountain Resort,4,106,0.0
4226,Mt Baldy,5,76,0.0
213,Cataloochee Ski Area,1,76,0.0
3726,Woodbury Ski Area,1,22,0.0
6232,Bear Valley,5,57,0.0
3769,Spring Mountain Ski Area,3,63,0.0
2313,Mt Bachelor,4,101,0.0
7765,Liberty,3,68,0.0
6219,Timberline Four Seasons,4,62,0.0
8241,Indianhead Mountain,5,115,0.0
7746,Ski Cooper,4,32,0.0
6943,Ski Brule,5,1315,0.0
5813,Ski Brule,5,1315,0.0
967,Bretton Woods,5,82,0.0
5030,Mohawk Mountain,5,44,0.0
5049,Arizona Snowbowl,4,107,0.0
7796,Whitefish Mountain Resort,5,82,0.0
2631,Ski Brule,5,1315,0.0
11,Eldora Mountain Resort,4,84,0.0
4823,Boreal,4,48,0.0
6096,Arizona Snowbowl,1,107,0.0
6768,Sunrise Park Resort,3,120,0.0
3258,Snowbird,1,134,0.0
6908,Hidden Valley Ski Area,2,33,0.0
1018,Grand Geneva,3,21,0.0
6693,Sierra At Tahoe,5,59,0.0
132,Stevens Pass Resort,1,102,0.0
1254,Sugarbush,1,90,0.0
319,Belleayre,1,88,0.0
5328,Dodge Ridge,5,67,0.0
8540,Ski Brule,5,1315,0.0
5367,Pomerelle Mountain Resort,5,36,0.0
1153,Wachusett Mountain Ski Area,3,81,0.0
5699,Big Sky Resort,4,136,0.0
1823,Ski Brule,5,1315,0.0
7400,Vail,4,203,0.0
2025,Schweitzer,4,70,0.0
6029,Deer Valley Resort,4,98,0.0
6587,Jay Peak,4,133,0.0
4078,Alyeska Resort,3,43,0.0
4223,Belleayre,4,88,0.0
6210,Camelback Mountain Resort,2,145,0.0
5950,Liberty,5,68,0.0
4670,West Mountain,5,34,0.0
3987,Waterville Valley,5,54,0.0
332,Liberty,5,68,0.0
1303,Durango Mountain Resort,5,97,0.0
375,Sno Mountain,1,133,0.0
983,Bristol Mountain,2,57,0.0
7697,Welch Village,3,39,0.0
4161,Ski Brule,5,1315,0.0
7499,Keystone,2,140,0.0
3709,The Summit At Snoqualmie,5,53,0.0
5139,Brundage Mountain Resort,5,32,0.0
7671,Mission Ridge,5,42,0.0
3941,Dodge Ridge,5,67,0.0
2717,Bretton Woods,1,82,0.0
2224,Ski Brule,5,1315,0.0
7681,Grand Geneva,3,21,0.0
5623,Ski Santa Fe,4,99,0.0
3489,Ski Brule,3,1315,0.0
8442,Stowe Mountain Resort,4,106,0.0
5283,Bristol Mountain,4,57,0.0
187,Ober Gatlinburg Ski Resort,1,45,0.0
5182,Camelback Mountain Resort,1,145,0.0
265,Snow Summit,2,60,0.0
8573,Ski Apache,2,168,0.0
3890,Jackson Hole,3,103,0.0
4124,Park City Mountain Resort,5,135,0.0
2990,Camelback Mountain Resort,4,145,0.0
1185,Pajarito Mountain Ski Area,4,34,0.0
4472,Mount Bohemia,1,49,0.0
3706,Ski Brule,5,1315,0.0
2311,Mt Bachelor,4,101,0.0
7534,Bear Creek Mountain Resort,4,69,0.0
3233,Telluride,5,114,0.0
6242,Mount Peter Ski Area,2,54,0.0
7590,Spring Mountain Ski Area,5,63,0.0
5927,Whitetail Resort,1,67,0.0
4191,Timberline Lodge,2,42,0.0
766,Heavenly Mountain Resort,5,156,0.0
3253,Winterplace Ski Resort,2,57,0.0
758,Monarch Mountain,5,71,0.0
1792,Holiday Valley,5,73,0.0
62,Steamboat,4,150,0.0
2431,Big Sky Resort,2,136,0.0
212,Mount Southington Ski Area,5,38,0.0
1423,Aspen Snowmass,4,62,0.0
3385,Beaver Mountain,5,25,0.0
7804,Wolf Creek Ski Area,5,154,0.0
2639,Ski Brule,4,1315,0.0
1399,Blue Mountain Ski Area,4,188,0.0
897,Hyland Ski Snowboard Area,1,27,0.0
6841,Mammoth Mountain Ski Area,5,139,0.0
3986,Powder Mountain,5,85,0.0
1658,Ski Brule,5,1315,0.0
6910,Sugarbush,3,90,0.0
7354,Vail,5,203,0.0
3059,Boston Mills,2,45,0.0
692,Tyrol Basin,1,35,0.0
139,Ski Brule,5,1315,0.0
8561,Loon Mountain,3,86,0.0
5914,Brighton Resort,3,73,0.0
5687,Winter Park Resort,5,187,0.0
7865,Crystal Mountain Wa,5,98,0.0
6894,Ski Brule,5,1315,0.0
2124,Squaw Valley Usa,5,109,0.0
5053,Alta Ski Area,5,140,0.0
7438,Jay Peak,5,133,0.0
1932,Mt Baldy,1,76,0.0
2931,Vail,5,203,0.0
9,Alta Ski Area,2,140,0.0
7732,Ski Apache,4,168,0.0
1154,Stowe Mountain Resort,5,106,0.0
4422,Mount Sunapee,4,74,0.0
4714,Tamarack Resort,5,55,0.0
143,Blue Mountain Ski Area,4,188,0.0
7092,Mount Sunapee,5,74,0.0
3170,Snowbird,4,134,0.0
1785,Snowshoe Mountain Resort,3,145,0.0
411,Blackjack Ski Resort,4,26,0.0
6958,Pine Mountain,5,56,0.0
7621,Timberline Four Seasons,3,62,0.0
1808,Heavenly Mountain Resort,5,156,0.0
6653,Shawnee Mountain Ski Area,4,44,0.0
6871,Stratton Mountain,4,111,0.0
1555,Alyeska Resort,1,43,0.0
6729,Bristol Mountain,2,57,0.0
4331,Copper Mountain Resort,2,138,0.0
2753,Ski Santa Fe,5,99,0.0
616,Ski Apache,5,168,0.0
2123,Ski Brule,5,1315,0.0
3265,Ski Brule,5,1315,0.0
3165,Mammoth Mountain Ski Area,1,139,0.0
1722,Ski Brule,5,1315,0.0
6136,Stevens Pass Resort,4,102,0.0
7287,Shawnee Mountain Ski Area,4,44,0.0
1112,Arizona Snowbowl,5,107,0.0
8260,Willamette Pass,4,52,0.0
6306,Sugarloaf,5,53,0.0
3711,Red Lodge Mountain,4,43,0.0
8125,Sun Valley,5,65,0.0
4691,Boyne Mountain Resort,5,50,0.0
3270,Cataloochee Ski Area,5,76,0.0
8222,Indianhead Mountain,4,115,0.0
5672,Sugar Mountain Resort,3,127,0.0
4382,Solitude Mountain Resort,4,82,0.0
5012,Paoli Peaks,5,39,0.0
6192,Kirkwood,3,107,0.0
1655,Breckenridge,2,186,0.0
2636,Sugarloaf,2,53,0.0
1897,Mount Snow,2,132,0.0
2029,Big Boulder,5,43,0.0
924,Copper Mountain Resort,5,138,0.0
6883,Mammoth Mountain Ski Area,5,139,0.0
4573,Sno Mountain,1,133,0.0
942,Wolf Creek Ski Area,5,154,0.0
2836,Big Sky Resort,4,136,0.0
2476,Whiteface Mountain Resort,3,81,0.0
2748,Ski Brule,5,1315,0.0
2096,Kirkwood,5,107,0.0
8071,Monarch Mountain,4,71,0.0
3918,Ski Brule,4,1315,0.0
188,Norway Mountain,5,24,0.0
5681,Powder Mountain,5,85,0.0
3717,Beaver Creek,5,103,0.0
8562,Timber Ridge,5,30,0.0
6851,Big Sky Resort,5,136,0.0
6414,Timberline Lodge,4,42,0.0
917,Eldora Mountain Resort,5,84,0.0
3787,Mt Hood Meadows,5,100,0.0
1238,Lookout Pass Ski Area,4,69,0.0
8333,Lutsen Mountains,5,85,0.0
1572,Telluride,5,114,0.0
1824,Alyeska Resort,4,43,0.0
2141,Mad River Mountain,3,72,0.0
8113,Copper Mountain Resort,5,138,0.0
7466,Crystal Mountain,4,44,0.0
2052,Stratton Mountain,5,111,0.0
1707,Heavenly Mountain Resort,1,156,0.0
2653,Ski Brule,4,1315,0.0
2225,Dodge Ridge,5,67,0.0
3403,Blue Mountain Ski Area,5,188,0.0
4112,Nubs Nob Ski Area,4,55,0.0
4499,Mount Sunapee,5,74,0.0
553,Schweitzer,5,70,0.0
3155,Alpine Valley Resort,5,74,0.0
686,Ski Brule,5,1315,0.0
4413,Mount Shasta Board Ski Park,4,30,0.0
5228,Crested Butte Mountain Resort,5,89,0.0
